tag	year	Title	Website	Status	motivation	type	shift locus	data shift	shift source	task	Annotator 1	Annotator 2	Notes															
wilcox-etal-2020-structural	2020	Structural Supervision Improves Few-Shot Learning and Syntactic Generalization in Neural Language Models	https://aclanthology.org/2020.emnlp-main.375	Done	cognitive	structural	train-test	covariate	naturally occurring shifts	language modelling	Florian	Zhijing																
li-etal-2020-optimus	2020	Optimus: Organizing Sentences via Pre-trained Modeling of a Latent Space	https://aclanthology.org/2020.emnlp-main.378																									
chen-etal-2020-low	2020	Low-Resource Domain Adaptation for Compositional Task-Oriented Semantic Parsing	https://aclanthology.org/2020.emnlp-main.413																									
guo-etal-2020-sequence	2020	Sequence-Level Mixed Sample Data Augmentation	https://aclanthology.org/2020.emnlp-main.447																									
keskar-etal-2020-thieves	2020	The Thieves on Sesame Street are Polyglots - Extracting Multilingual Models from Monolingual {API}s	https://aclanthology.org/2020.emnlp-main.501	Flag for further review	practical	across language	finetune-train/test	covariate	natural data splits	NLI	Mikel		Unusual setup: prior work has shown that it is possible to "steal" a classifier without access to the model weights by training on gibberish input data paired with the label predicted by the victim model; this paper explores if such an approach also generalizes cross-lingually for multilingual models, using only gibberish data in English															
desai-etal-2020-compressive	2020	Compressive Summarization with Plausibility and Salience Modeling	https://aclanthology.org/2020.emnlp-main.507																									
yin-etal-2020-universal	2020	Universal Natural Language Processing with Limited Annotations: Try Few-shot Textual Entailment as a Start	https://aclanthology.org/2020.emnlp-main.660																									
stacey-etal-2020-avoiding	2020	{A}voiding the {H}ypothesis-{O}nly {B}ias in {N}atural {L}anguage {I}nference via {E}nsemble {A}dversarial {T}raining	https://aclanthology.org/2020.emnlp-main.665																									
flachs-etal-2020-grammatical	2020	Grammatical Error Correction in Low Error Density Domains: A New Benchmark and Analyses	https://aclanthology.org/2020.emnlp-main.680																									
chen-etal-2020-kgpt	2020	{KGPT}: Knowledge-Grounded Pre-Training for Data-to-Text Generation	https://aclanthology.org/2020.emnlp-main.697																									
allaway-mckeown-2020-zero	2020	{Z}ero-{S}hot {S}tance {D}etection: {A} {D}ataset and {M}odel using {G}eneralized {T}opic {R}epresentations	https://aclanthology.org/2020.emnlp-main.717																									
kim-linzen-2020-cogs	2020	{COGS}: A Compositional Generalization Challenge Based on Semantic Interpretation	https://aclanthology.org/2020.emnlp-main.731	Done	cognitive	compositional	train-test	covariate	fully generated/selected	semantic parsing / role labelling	Verna	Florian																
swayamdipta-etal-2020-dataset	2020	Dataset Cartography: Mapping and Diagnosing Datasets with Training Dynamics	https://aclanthology.org/2020.emnlp-main.746	Done	intrinsic	robustness	finetune-train/test	covariate	natural data splits	NLI	Verna	Florian																
swayamdipta-etal-2020-dataset	2020	Dataset Cartography: Mapping and Diagnosing Datasets with Training Dynamics	https://aclanthology.org/2020.emnlp-main.746	Done	intrinsic	robustness	finetune-train/test	covariate	natural data splits	reasoning	Verna	Florian																
frank-petty-2020-sequence	2020	Sequence-to-Sequence Networks Learn the Meaning of Reflexive Anaphora	https://aclanthology.org/2020.crac-1.16																									
joshi-etal-2020-taxinli	2020	{T}axi{NLI}: Taking a Ride up the {NLU} Hill	https://aclanthology.org/2020.conll-1.4																									
bhattacharya-van-schijndel-2020-filler	2020	Filler-gaps that neural networks fail to generalize	https://aclanthology.org/2020.conll-1.39																									
eisape-etal-2020-cloze	2020	Cloze Distillation: Improving Neural Language Models with Human Next-Word Prediction	https://aclanthology.org/2020.conll-1.49																									
nicolai-silfverberg-2020-noise	2020	Noise Isn{'}t Always Negative: Countering Exposure Bias in Sequence-to-Sequence Inflection Models	https://aclanthology.org/2020.coling-main.255																									
zeng-etal-2020-event	2020	Event Coreference Resolution with their Paraphrases and Argument-aware Embeddings	https://aclanthology.org/2020.coling-main.275																									
li-etal-2020-target	2020	Target Word Masking for Location Metonymy Resolution	https://aclanthology.org/2020.coling-main.330																									
bansal-etal-2020-learning	2020	Learning to Few-Shot Learn Across Diverse Natural Language Classification Tasks	https://aclanthology.org/2020.coling-main.448																									
kalouli-etal-2020-hy	2020	Hy-{NLI}: a Hybrid system for Natural Language Inference	https://aclanthology.org/2020.coling-main.459																									
geiger-etal-2020-neural	2020	Neural Natural Language Inference Models Partially Embed Theories of Lexical Entailment and Negation	https://aclanthology.org/2020.blackboxnlp-1.16																									
mccoy-etal-2020-berts	2020	{BERT}s of a feather do not generalize together: Large variability in generalization across models with similar test set performance	https://aclanthology.org/2020.blackboxnlp-1.21	Done	intrinsic	robustness	finetune-train/test	covariate	fully generated/selected	NLI	Yanai	Tiago																
thrush-etal-2020-investigating	2020	Investigating Novel Verb Learning in {BERT}: Selectional Preference Classes and Alternation-Based Syntactic Generalization	https://aclanthology.org/2020.blackboxnlp-1.25																									
newman-etal-2020-eos	2020	The {EOS} Decision and Length Extrapolation	https://aclanthology.org/2020.blackboxnlp-1.26	Done	intrinsic	structural	train-test	covariate	fully generated/selected	seq2seq synthetic	Florian	Verna	Dyck and SCAN experiments															
newman-etal-2020-eos	2020	The {EOS} Decision and Length Extrapolation	https://aclanthology.org/2020.blackboxnlp-1.26	Done	intrinsic	structural	train-test	covariate	natural data splits	machine translation	Florian	Verna	Machine translation															
haley-2020-bert	2020	This is a {BERT}. Now there are several of them. Can they generalize to novel words?	https://aclanthology.org/2020.blackboxnlp-1.31	Done	intrinsic	structural	pretrain-test	covariate	generated shifts	language modelling	Tiago	Zhijing	This task could probably be number agreement, instead of language modelling.															
rawat-etal-2020-entity	2020	Entity-Enriched Neural Models for Clinical Question Answering	https://aclanthology.org/2020.bionlp-1.12																									
nejadgholi-kiritchenko-2020-cross	2020	On Cross-Dataset Generalization in Automatic Detection of Online Abuse	https://aclanthology.org/2020.alw-1.20																									
buyukoz-etal-2020-analyzing	2020	Analyzing {ELM}o and {D}istil{BERT} on Socio-political News Classification	https://aclanthology.org/2020.aespen-1.4																									
ray-chowdhury-etal-2020-cross	2020	Cross-Lingual Disaster-related Multi-label Tweet Classification with Manifold Mixup	https://aclanthology.org/2020.acl-srw.39																									
russin-etal-2020-compositional	2020	Compositional Generalization by Factorizing Alignment and Translation	https://aclanthology.org/2020.acl-srw.42	Done	cognitive	compositional	train-test	covariate	fully generated/selected	seq2seq synthetic	Rita	Dieuwke	Even though the task mentions MT, it seems that the goal is to research compositional generalization. Datasets used; SCAN and MT dataset from teh same paper															
zhao-etal-2020-designing	2020	Designing Precise and Robust Dialogue Response Evaluators	https://aclanthology.org/2020.acl-main.4																									
chen-etal-2020-shot	2020	Few-Shot {NLG} with Pre-Trained Language Model	https://aclanthology.org/2020.acl-main.18																									
dubois-etal-2020-location	2020	{L}ocation {A}ttention for {E}xtrapolation to {L}onger {S}equences	https://aclanthology.org/2020.acl-main.39																									
rybak-etal-2020-klej	2020	{KLEJ}: Comprehensive Benchmark for {P}olish Language Understanding	https://aclanthology.org/2020.acl-main.111																									
hu-etal-2020-systematic	2020	A Systematic Assessment of Syntactic Generalization in Neural Language Models	https://aclanthology.org/2020.acl-main.158	Done	intrinsic	structural	train-test	assumed	fully generated/selected	language modelling	Florian	Yanai																
mccurdy-etal-2020-inflecting	2020	Inflecting When There{'}s No Majority: Limitations of Encoder-Decoder Neural Networks as Cognitive Models for {G}erman Plurals	https://aclanthology.org/2020.acl-main.159	Done	cognitive	structural	train-test	covariate	generated shifts	morphological inflection	Tiago	Zhijing																
goodwin-etal-2020-probing	2020	Probing Linguistic Systematicity	https://aclanthology.org/2020.acl-main.177	Done	intrinsic	compositional	train-test	covariate	fully generated/selected	NLI	Tiago	Zhijing																
talmor-etal-2020-olmpics	2020	o{LM}pics-On What Language Model Pre-training Captures	https://aclanthology.org/2020.tacl-1.48	Done	intrinsic	across task	pretrain-train	covariate	fully generated/selected	multiple tasks	Tiago	Yanai	In this paper, the authors evaluate whether roberta (and two other non-pretrained transformers) can perform 8 different tasks zero shot (through masked language modelling) and when finetuned on these tasks with different amounts of data.															
talmor-etal-2020-olmpics	2020	o{LM}pics-On What Language Model Pre-training Captures	https://aclanthology.org/2020.tacl-1.48	Done	intrinsic	across task	pretrain-test	covariate	fully generated/selected	multiple tasks	Tiago	Yanai	In this paper, the authors evaluate whether roberta (and two other non-pretrained transformers) can perform 8 different tasks zero shot (through masked language modelling) and when finetuned on these tasks with different amounts of data.															
jiang-etal-2020-smart	2020	{SMART}: Robust and Efficient Fine-Tuning for Pre-trained Natural Language Models through Principled Regularized Optimization	https://aclanthology.org/2020.acl-main.197	Flag for further review	practical						Huygaa		Really hard to say if its experiments are related to generalization. 															
zhang-etal-2020-overfitting	2020	Why Overfitting Isn{'}t Always Bad: Retrofitting Cross-Lingual Word Embeddings to Dictionaries	https://aclanthology.org/2020.acl-main.201																									
min-etal-2020-syntactic	2020	Syntactic Data Augmentation Increases Robustness to Inference Heuristics	https://aclanthology.org/2020.acl-main.212																									
hendrycks-etal-2020-pretrained	2020	Pretrained Transformers Improve Out-of-Distribution Robustness	https://aclanthology.org/2020.acl-main.244																									
lepori-etal-2020-representations	2020	Representations of Syntax {[MASK]} Useful: {E}ffects of Constituency and Dependency Structure in Recursive {LSTM}s	https://aclanthology.org/2020.acl-main.303																									
yue-etal-2020-clinical	2020	Clinical Reading Comprehension: A Thorough Analysis of the emr{QA} Dataset	https://aclanthology.org/2020.acl-main.410																									
artetxe-etal-2020-cross	2020	On the Cross-lingual Transferability of Monolingual Representations	https://aclanthology.org/2020.acl-main.421	Flag for further review	practical	across language		covariate	natural data splits	multitask	Mikel		The paper explores if an English transformer can be adapted to a new languages by only learning a new set of embeddings. Unsure what the locus is as there is an English pretraining phase followed by the target language pretraining phase followed by English finetuning followed by multilingual evaluation															
ribeiro-etal-2020-beyond	2020	Beyond Accuracy: Behavioral Testing of {NLP} Models with {C}heck{L}ist	https://aclanthology.org/2020.acl-main.442	Done	practical	robustness	train-test	covariate	generated shifts	sentiment analysis	Yanai	Tiago																
ribeiro-etal-2020-beyond	2020	Beyond Accuracy: Behavioral Testing of {NLP} Models with {C}heck{L}ist	https://aclanthology.org/2020.acl-main.442	Done	practical	robustness	train-test	covariate	generated shifts	paraphrase detection	Yanai	Tiago																
ribeiro-etal-2020-beyond	2020	Beyond Accuracy: Behavioral Testing of {NLP} Models with {C}heck{L}ist	https://aclanthology.org/2020.acl-main.442	Done	practical	robustness	train-test	covariate	generated shifts	question answering	Yanai	Tiago																
yanaka-etal-2020-neural	2020	Do Neural Models Learn Systematicity of Monotonicity Inference in Natural Language?	https://aclanthology.org/2020.acl-main.543	Done	practical	compositional	train-test	covariate	generated shifts	NLI	Yanai	Tiago																
wang-etal-2020-rat	2020	{RAT-SQL}: Relation-Aware Schema Encoding and Linking for Text-to-{SQL} Parsers	https://aclanthology.org/2020.acl-main.677																									
naik-rose-2020-towards	2020	Towards Open Domain Event Trigger Identification using Adversarial Domain Adaptation	https://aclanthology.org/2020.acl-main.681	First check done	practical	across domain	finetune-train/test	covariate	natural data splits	other	Huygaa																	
naik-rose-2020-towards	2020	Towards Open Domain Event Trigger Identification using Adversarial Domain Adaptation	https://aclanthology.org/2020.acl-main.681	First check done	practical	across domain	train-test	covariate	natural data splits	other	Huygaa																	
pouran-ben-veyseh-etal-2020-exploiting	2020	Exploiting the Syntax-Model Consistency for Neural Relation Extraction	https://aclanthology.org/2020.acl-main.715																									
suhr-etal-2020-exploring	2020	Exploring Unexplored Generalization Challenges for Cross-Database Semantic Parsing	https://aclanthology.org/2020.acl-main.742																									
lin-etal-2020-triggerner	2020	{T}rigger{NER}: Learning with Entity Triggers as Explanations for Named Entity Recognition	https://aclanthology.org/2020.acl-main.752																									
karimi-mahabadi-etal-2020-end	2020	End-to-End Bias Mitigation by Modelling Biases in Corpora	https://aclanthology.org/2020.acl-main.769	Done	practical	compositional	finetune-train/test	covariate	generated shifts	NLU	Huygaa	Zhijing	Section 4															
karimi-mahabadi-etal-2020-end	2020	End-to-End Bias Mitigation by Modelling Biases in Corpora	https://aclanthology.org/2020.acl-main.769	Done	practical	across domain	finetune-train/test	full	naturally occurring shifts	NLU	Huygaa	Zhijing	Section 5															
han-etal-2020-data	2020	More Data, More Relations, More Context and More Openness: A Review and Outlook for Relation Extraction	https://aclanthology.org/2020.aacl-main.75																									
dhar-van-der-plas-2019-learning	2019	Learning to Predict Novel Noun-Noun Compounds	https://aclanthology.org/W19-5105																									
korrel-etal-2019-transcoding	2019	Transcoding Compositionally: Using Attention to Find More Generalizable Solutions	https://aclanthology.org/W19-4801	Done	practical	compositional	train-test	covariate	fully generated/selected	seq2seq synthetic	Dieuwke	Leila	New architecture to get improvements on compositional generalisation tasks															
yanaka-etal-2019-neural	2019	Can Neural Networks Understand Monotonicity Reasoning?	https://aclanthology.org/W19-4804	Flag for further review	intrinsic	structural	train-test	covariate	naturally occurring shifts	NLI	Leila	Koustuv																
talman-chatzikyriakidis-2019-testing	2019	Testing the Generalization Power of Neural Network Models across {NLI} Benchmarks	https://aclanthology.org/W19-4810	First check done	intrinsic	robustness	train-test	assumed	naturally occurring shifts	NLI	Tiago	Yanai	The authors analyse the performance of an NLI model trained on one dataset and evaluated on another.															
eljundi-etal-2019-hulmona	2019	h{ULM}on{A}: The Universal Language Model in {A}rabic	https://aclanthology.org/W19-4608																									
khaddaj-etal-2019-improved	2019	Improved Generalization of {A}rabic Text Classifiers	https://aclanthology.org/W19-4618	First check done	practical	across domain	train-test	covariate	natural data splits	text classification	Huygaa		Table 1															
garcia-silva-etal-2019-empirical	2019	An Empirical Study on Pre-trained Embeddings and Language Models for Bot Detection	https://aclanthology.org/W19-4317	Flag for further review	practical	across task	pretrain-train	full	naturally occurring shifts	text classification	Dieuwke		Bot detection, comparison of different pretrained Glove embeddings (I am assuming here that Glove etc are not trained on twitter data, but I am not completely sure), it might be a label shift only otherwise															
winata-etal-2019-learning	2019	Learning Multilingual Meta-Embeddings for Code-Switching Named Entity Recognition	https://aclanthology.org/W19-4320																									
oseki-etal-2019-inverting	2019	Inverting and Modeling Morphological Inflection	https://aclanthology.org/W19-4220	First check done	cognitive	structural	train-test	covariate	generated shifts	morphological inflection	Tiago		I'm not sure this paper fits the generalisation definition. In practice, they do analyse model generalisation, but that's not the focus imo. They train a model and compare it's confidence on wug wordforms (in Japanese) to human production probabilities. The focus of the paper, however, is on how humans compare to the model, and not how the model compares to humans. I think I would actually keep this paper here, but I'm not sure.															
yu-etal-2019-gumdrop	2019	{G}um{D}rop at the {DISRPT}2019 Shared Task: A Model Stacking Approach to Discourse Unit Segmentation and Connective Detection	https://aclanthology.org/W19-2717																									
subramanian-roth-2019-improving	2019	Improving Generalization in Coreference Resolution via Adversarial Training	https://aclanthology.org/S19-1021	First check done	practical	robustness	train-test	covariate	generated shifts	named entity recognition (NER)	Huygaa																	
baumann-2019-multilingual	2019	Multilingual Language Models for Named Entity Recognition in {G}erman and {E}nglish	https://aclanthology.org/R19-2004	Flag for further review								Mikel	Rather irrelevant paper published in a student workshop, no interesting experiments in cross-lingual generalization, I would remove it															
pappas-henderson-2019-gile	2019	{GILE}: A Generalized Input-Label Embedding for Text Classification	https://aclanthology.org/Q19-1009	First check done	practical	robustness	train-test	covariate	natural data splits	text classification	Tiago		They evaluate their model on labels present in the training set, and labels which are only present in test time. This however, if I understood correctly, still does not represent a label shift (only a covariate shift) because the distribution p(y|x) changes. 															
warstadt-etal-2019-neural	2019	Neural Network Acceptability Judgments	https://aclanthology.org/Q19-1040	Done	intrinsic	structural	train-test	covariate	natural data splits	other	Tiago	Zhijing	The task in this paper was to classify a sentence's grammatical acceptability.															
sen-etal-2019-heidl	2019	{HEIDL}: Learning Linguistic Expressions with Deep Learning and Human-in-the-Loop	https://aclanthology.org/P19-3023																									
fried-etal-2019-cross	2019	Cross-Domain Generalization of Neural Constituency Parsers	https://aclanthology.org/P19-1031	Done	practical	across domain	train-test	covariate	natural data splits	constituency parsing	Dieuwke	Mikel	Test how well neural and non-neural constituency parsers generalise across domains. They also present a test with different pretrained representations, which I put in the next line															
fried-etal-2019-cross	2019	Cross-Domain Generalization of Neural Constituency Parsers	https://aclanthology.org/P19-1031	Done	practical	across domain	all	double	natural data splits	constituency parsing	Dieuwke	Mikel	Test of how different pretrained representations aid in cross-domain generalisation															
farag-yannakoudakis-2019-multi	2019	Multi-Task Learning for Coherence Modeling	https://aclanthology.org/P19-1060																									
xu-etal-2019-cross	2019	A Cross-Domain Transferable Neural Coherence Model	https://aclanthology.org/P19-1067																									
zhang-etal-2019-knowledge	2019	Knowledge-aware Pronoun Coreference Resolution	https://aclanthology.org/P19-1083	Done	practical	across domain	train-test	covariate	naturally occurring shifts	other	Dieuwke	Mikel	Pronoun coreference resolution, across different domains. The models use ELMO and glove embeddings, but they are not finetuned, so I marked it "train/test"															
zheng-etal-2019-diag	2019	{DIAG}-{NRE}: A Neural Pattern Diagnosis Framework for Distantly Supervised Neural Relation Extraction	https://aclanthology.org/P19-1137																									
liu-etal-2019-reinforced	2019	Reinforced Training Data Selection for Domain Adaptation	https://aclanthology.org/P19-1189																									
logeswaran-etal-2019-zero	2019	Zero-Shot Entity Linking by Reading Entity Descriptions	https://aclanthology.org/P19-1335																									
zhou-etal-2019-dual	2019	Dual Adversarial Neural Transfer for Low-Resource Named Entity Recognition	https://aclanthology.org/P19-1336	First check done	practical	across language	pretrain-train	covariate	natural data splits	named entity recognition (NER)	Huygaa		Figure 2a. The model first pretrained on English CoNLL dataset then it is finetuned on very low ratio of target language's dataset.															
zhou-etal-2019-dual	2019	Dual Adversarial Neural Transfer for Low-Resource Named Entity Recognition	https://aclanthology.org/P19-1336	First check done	practical	across domain	pretrain-train	covariate	natural data splits	named entity recognition (NER)	Huygaa		Figure 2b.															
dessi-baroni-2019-cnns	2019	{CNN}s found to jump around more skillfully than {RNN}s: Compositional Generalization in Seq2seq Convolutional Networks	https://aclanthology.org/P19-1381	Done	intrinsic	compositional	train-test	covariate	fully generated/selected	seq2seq synthetic	Dieuwke	Florian	Comparison of CNNs and RNNs on SCaN															
jiang-de-marneffe-2019-know	2019	Do You Know That Florence Is Packed with Visitors? Evaluating State-of-the-art Models of Speaker Commitment	https://aclanthology.org/P19-1412																									
yu-etal-2019-sparc	2019	{SP}ar{C}: Cross-Domain Semantic Parsing in Context	https://aclanthology.org/P19-1443	Done	practical	across domain	train-test	covariate	natural data splits	semantic parsing / role labelling	Dieuwke	Huygaa	Cross-domain semantic parsing dataset, split along different dimensions.															
yu-etal-2019-sparc	2019	{SP}ar{C}: Cross-Domain Semantic Parsing in Context	https://aclanthology.org/P19-1443	Done	intrinsic	across domain	train-test	covariate	natural data splits	semantic parsing / role labelling	Dieuwke	Huygaa	If the Spider is intrinsic (which I think is), this is closer to intrinsic than practical) 															
talmor-berant-2019-multiqa	2019	{M}ulti{QA}: An Empirical Investigation of Generalization and Transfer in Reading Comprehension	https://aclanthology.org/P19-1485																									
vulic-etal-2019-multilingual	2019	Multilingual and Cross-Lingual Graded Lexical Entailment	https://aclanthology.org/P19-1490																									
kumar-etal-2019-zero	2019	Zero-shot Word Sense Disambiguation using Sense Definition Embeddings	https://aclanthology.org/P19-1568	Done	practical	compositional	finetune-train/test	full	natural data splits	word sense disambiguation (WSD)	Huygaa	Zhijing																
marzinotto-etal-2019-robust	2019	Robust Semantic Parsing with Adversarial Learning for Domain Generalization	https://aclanthology.org/N19-2021	Done	practical	across domain	train-test	covariate	natural data splits	question answering	Huygaa	Zhijing																
mchardy-etal-2019-adversarial	2019	Adversarial Training for Satire Detection: Controlling for Confounding Variables	https://aclanthology.org/N19-1069																									
havrylov-etal-2019-cooperative	2019	Cooperative Learning of Disjoint Syntax and Semantics	https://aclanthology.org/N19-1115																									
al-shedivat-parikh-2019-consistency	2019	Consistency by Agreement in Zero-Shot Neural Machine Translation	https://aclanthology.org/N19-1121	Done	practical	across language	train-test	covariate	natural data splits	machine translation	Rita	Mikel																
bjerva-etal-2019-probabilistic	2019	A Probabilistic Generative Model of Linguistic Typology	https://aclanthology.org/N19-1156	First check done	practical	across language	train-test	covariate	natural data splits	other	Tiago		The task analysed in this paper is predicting typological features in a language. The authors analyse the impact of having less or more training data from languages in a specific genus on the model's performance (fig 5). They also analyse the impact of using a pretrained lstm to get language-specific features (section 7.4), but I dont think that experiment counts as investigating generalisation.															
zhou-etal-2019-density	2019	Density Matching for Bilingual Word Embedding	https://aclanthology.org/N19-1161																									
hessel-lee-2019-somethings	2019	Something{'}s Brewing! Early Prediction of Controversy-causing Posts from Discussion Features	https://aclanthology.org/N19-1166																									
qian-etal-2019-learning	2019	Learning to Decipher Hate Symbols	https://aclanthology.org/N19-1305																									
rossiello-etal-2019-learning	2019	Learning Relational Representations by Analogy using Hierarchical {S}iamese Networks	https://aclanthology.org/N19-1327																									
wilcox-etal-2019-structural	2019	Structural Supervision Improves Learning of Non-Local Grammatical Dependencies	https://aclanthology.org/N19-1334																									
joshi-etal-2019-pair2vec	2019	pair2vec: Compositional Word-Pair Embeddings for Cross-Sentence Inference	https://aclanthology.org/N19-1362																									
rozen-etal-2019-diversify	2019	Diversify Your Datasets: Analyzing Generalization via Controlled Variance in Adversarial Datasets	https://aclanthology.org/K19-1019	Done	intrinsic	robustness	train-test	covariate	generated shifts	NLI	Yanai	Zhijing																
gillick-etal-2019-learning	2019	Learning Dense Representations for Entity Retrieval	https://aclanthology.org/K19-1049																									
liu-etal-2019-self	2019	Self-Adaptive Scaling for Learnable Residual Structure	https://aclanthology.org/K19-1080																									
salvatore-etal-2019-logical	2019	A logical-based corpus for cross-lingual evaluation	https://aclanthology.org/D19-6103																									
basu-roy-chowdhury-etal-2019-instance	2019	Instance-based Inductive Deep Transfer Learning by Cross-Dataset Querying with Locality Sensitive Hashing	https://aclanthology.org/D19-6120																									
fisch-etal-2019-mrqa	2019	{MRQA} 2019 Shared Task: Evaluating Generalization in Reading Comprehension	https://aclanthology.org/D19-5801																									
wu-etal-2019-improving	2019	Improving the Robustness of Deep Reading Comprehension Models by Leveraging Syntax Prior	https://aclanthology.org/D19-5807																									
angelidis-etal-2019-book	2019	Book {QA}: Stories of Challenges and Opportunities	https://aclanthology.org/D19-5811																									
takahashi-etal-2019-cler	2019	{CLER}: Cross-task Learning with Expert Representation to Generalize Reading and Understanding	https://aclanthology.org/D19-5824																									
lee-etal-2019-domain	2019	Domain-agnostic Question-Answering with Adversarial Training	https://aclanthology.org/D19-5826	First check done	practical	across domain	finetune-train/test	covariate	natural data splits	question answering	Huygaa		Table 2															
su-etal-2019-generalizing	2019	Generalizing Question Answering System with Pre-trained Language Model Fine-tuning	https://aclanthology.org/D19-5827																									
dou-etal-2019-domain	2019	Domain Differential Adaptation for Neural Machine Translation	https://aclanthology.org/D19-5606	Done	practical	across domain	train-test	covariate	naturally occurring shifts	machine translation	Florian	Verna	Training with WMT and testing on multilingual TED															
dou-etal-2019-domain	2019	Domain Differential Adaptation for Neural Machine Translation	https://aclanthology.org/D19-5606	Done	practical	across domain	train-test	covariate	naturally occurring shifts	language modelling	Florian	Verna	Language modelling experiments															
schmidt-2019-generalization	2019	Generalization in Generation: A closer look at Exposure Bias	https://aclanthology.org/D19-5616																									
bodapati-etal-2019-robustness	2019	Robustness to Capitalization Errors in Named Entity Recognition	https://aclanthology.org/D19-5531																									
huo-etal-2019-graph	2019	Graph Enhanced Cross-Domain Text-to-{SQL} Generation	https://aclanthology.org/D19-5319																									
tayyar-madabushi-etal-2019-cost	2019	Cost-Sensitive {BERT} for Generalisable Sentence Classification on Imbalanced Data	https://aclanthology.org/D19-5018																									
castro-ferreira-etal-2019-neural	2019	Neural data-to-text generation: A comparison between pipeline and end-to-end architectures	https://aclanthology.org/D19-1052																									
zhao-etal-2019-moverscore	2019	{M}over{S}core: Text Generation Evaluating with Contextualized Embeddings and Earth Mover Distance	https://aclanthology.org/D19-1053																									
wu-dredze-2019-beto	2019	Beto, Bentz, Becas: The Surprising Cross-Lingual Effectiveness of {BERT}	https://aclanthology.org/D19-1077																									
czarnowska-etal-2019-dont	2019	Don{'}t Forget the Long Tail! A Comprehensive Analysis of Morphological Generalization in Bilingual Lexicon Induction	https://aclanthology.org/D19-1090	Done	cognitive	structural	train-test	covariate	naturally occurring shifts	morphological inflection	Verna	Florian																
lu-etal-2019-look	2019	Look-up and Adapt: A One-shot Semantic Parser	https://aclanthology.org/D19-1104																									
andrews-bishop-2019-learning	2019	Learning Invariant Representations of Social Media Users	https://aclanthology.org/D19-1178																									
perez-etal-2019-finding	2019	Finding Generalizable Evidence by Learning to Convince {Q}{\&}{A} Models	https://aclanthology.org/D19-1244																									
mihaylov-frank-2019-discourse	2019	Discourse-Aware Semantic Self-Attention for Narrative Reading Comprehension	https://aclanthology.org/D19-1257																									
wang-etal-2019-learning	2019	Learning Semantic Parsers from Denotations with Latent Structured Alignments and Abstract Programs	https://aclanthology.org/D19-1391																									
geng-etal-2019-induction	2019	Induction Networks for Few-Shot Text Classification	https://aclanthology.org/D19-1403																									
kumar-etal-2019-topics	2019	Topics to Avoid: Demoting Latent Confounds in Text Classification	https://aclanthology.org/D19-1425																									
li-etal-2019-compositional	2019	Compositional Generalization for Primitive Substitutions	https://aclanthology.org/D19-1438	Done	cognitive	compositional	train-test	covariate	fully generated/selected	seq2seq synthetic	Verna	Zhijing																
geiger-etal-2019-posing	2019	Posing Fair Generalization Tasks for Natural Language Inference	https://aclanthology.org/D19-1456																									
sinha-etal-2019-clutrr	2019	{CLUTRR}: A Diagnostic Benchmark for Inductive Reasoning from Text	https://aclanthology.org/D19-1458	Done	practical	compositional	finetune-train/test	covariate	fully generated/selected	reasoning	Koustuv	Dieuwke																
pham-etal-2019-generic	2019	Generic and Specialized Word Embeddings for Multi-Domain Machine Translation	https://aclanthology.org/2019.iwslt-1.26	Done	practical	across domain	train-test	covariate	naturally occurring shifts	machine translation	Florian	Zhijing	General experiments (e.g. additional domain scenario)															
pham-etal-2019-generic	2019	Generic and Specialized Word Embeddings for Multi-Domain Machine Translation	https://aclanthology.org/2019.iwslt-1.26	Done	practical	robustness	train-test	covariate	naturally occurring shifts	machine translation	Florian	Zhijing	Noisy domain labels															
jagfeld-etal-2018-sequence	2018	Sequence-to-Sequence Models for Data-to-Text Natural Language Generation: Word- vs. Character-based Processing and Output Diversity	https://aclanthology.org/W18-6529																									
reed-etal-2018-neural	2018	Can Neural Generators for Dialogue Learn Sentence Planning and Discourse Structuring?	https://aclanthology.org/W18-6535																									
prickett-etal-2018-seq2seq	2018	{S}eq2{S}eq Models with Dropout can Learn Generalizable Reduplication	https://aclanthology.org/W18-5810	Done	cognitive	structural	train-test	covariate	generated shifts	morphological inflection	Huygaa	Zhijing	Morphological reduplication in this paper is a special case of morphological inflection															
bastings-etal-2018-jump	2018	Jump to better conclusions: {SCAN} both left and right	https://aclanthology.org/W18-5407	Done	practical	compositional	train-test	covariate	fully generated/selected	seq2seq synthetic	Verna	Dieuwke	I opted for motivation "practical". While SCAN's motivation is cognitive, NACS motivation is to solve issues with SCAN, namely the fact that it prefers very basic models. Second annotator might disagree though.															
loula-etal-2018-rearranging	2018	Rearranging the Familiar: Testing Compositional Generalization in Recurrent Networks	https://aclanthology.org/W18-5413	Done	cognitive	compositional	train-test	covariate	fully generated/selected	seq2seq synthetic	Dieuwke	Mikel	Follow up paper of SCAN, with slighly different splits															
naderi-hirst-2018-using	2018	Using context to identify the language of face-saving	https://aclanthology.org/W18-5214																									
karan-snajder-2018-cross	2018	Cross-Domain Detection of Abusive Language Online	https://aclanthology.org/W18-5117																									
zhao-eskenazi-2018-zero	2018	Zero-Shot Dialog Generation with Cross-Domain Latent Actions	https://aclanthology.org/W18-5001	Done	practical	across domain	train-test	full	natural data splits	dialogue	Dieuwke	Mario	New model for zero-shot generation in new dialogue domains															
